Timestamp,delivery_count,share_size,delivery_method,known_csf,csf_impact,grocery_influence,necessary_grocery,grocery_budget,covid_end,found_out,primary_motivations,seafood_quality,frozen_seafood,seafood_types,pickup_experience,pick_location,customer_service,recipes,home_delivery,special_order,website_experience,cooking_seafood,economic_health,fisher_livelihood,ocean_health,less_waste,fisher_access,species_education,member_events,nonseafood_addons,ocean_connection,community_connection,fisher_connection,affected_health,fair_price,recommend,other_csf,feedback,gender,age,household_number,grocery_expenditure ,income,name,
4/24/2020 13:15:38,10 or more,Medium,Home delivery,Yes,Neutral,Did not influence,"No, it is extra",No Change,Likely to continue,Patronage at Draughtsman Aleworks,"Quality/freshness, Personal health, Environmental sustainabilty, Connecting to community, Convenience, Trustworthy/transparent sourcing, Taking a decision out of your meal planning, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,easy,important,important,highly important,highly important,highly important,important,somewhat important,somewhat important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,It's a little overpriced,Likely,No,,Male,55-64,4,$101 - $150,$101 - $150K,,
4/24/2020 13:16:55,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,Yes,Increased,Likely to continue,"I can't remember, but I did do the CSF that was here before with Sarah Rathbone","Quality/freshness, Environmental sustainabilty, Trustworthy/transparent sourcing",very satisfied,very satisfied,it's ok,very satisfied,very satisfied,very satisfied,satisfied,N/A,satisfied,it's ok,exactly what I want,highly important,highly important,highly important,highly important,important,important,indifferent,not important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,It's a little overpriced,Likely,No,,Male,35-44,3,$101 - $150,$151 - $200K,Nick Schooler,
4/24/2020 13:17:01,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,Yes,Increased,Likely to continue,Friend,"Environmental sustainabilty, Connecting to community, Trustworthy/transparent sourcing",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,satisfied,very satisfied,do-able,highly important,important,highly important,highly important,highly important,highly important,indifferent,somewhat important,somewhat more than before,much more than before,somewhat more than before,much more than before,It's a little overpriced,I already have,No,"We have changed our diet and now eat fish every two to three days and only rarely eat meat. This feels good for us, good for the local economy and good for the planet. Appreciate the responsiveness of Kim  and Victoria and the team.",Female,55-64,2,$151 - $200,Rather not say,Nancy Baron,
4/24/2020 13:17:22,10 or more,Small,At a pick up location,Yes,Large Positive Impact,Slightly Influenced,Sometimes,Increased,Likely to continue,Friend,Quality/freshness,very satisfied,very satisfied,satisfied,satisfied,satisfied,very satisfied,satisfied,satisfied,satisfied,satisfied,do-able,important,important,important,important,important,important,important,somewhat important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Female,55-64,2,$151 - $200,$101 - $150K,,
4/24/2020 13:17:41,7-9,Medium,At a pick up location,Yes,Large Positive Impact,Did not influence,"No, it is extra",Increased,Likely to continue,Topa Topa Film event in Ventura,"Quality/freshness, Environmental sustainabilty, Trustworthy/transparent sourcing",very satisfied,N/A,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,satisfied,exactly what I want,important,highly important,highly important,highly important,highly important,important,somewhat important,indifferent,somewhat more than before,much more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,"We initially thought it was pricey but based on the quality and quantity, we think it is worth the price! Maybe consider a free trial in case other people think the same way?",Female,35-44,2,$101 - $150,$101 - $150K,Deena Hansen,
4/24/2020 13:18:35,10 or more,Small,At a pick up location,Yes,Neutral,Slightly Influenced,Sometimes,Increased,Likely to continue,From Draughtsmen Aleworks,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,satisfied,satisfied,very satisfied,very satisfied,N/A,it's ok,N/A,satisfied,satisfied,exactly what I want,somewhat important,important,highly important,highly important,highly important,highly important,somewhat important,highly important,somewhat more than before,somewhat more than before,somewhat more than before,much more than before,"Yes, it's fair",I already have,No,Keep up the good work.,Male,25-34,2,$151 - $200,$50 - $100K,Russell Johnston,
4/24/2020 13:21:00,10 or more,Small,Home delivery,Yes,Neutral,Slightly Influenced,Sometimes,Increased,Likely to continue,News Media,"Quality/freshness, Convenience, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,satisfied,satisfied,satisfied,easy,highly important,highly important,highly important,highly important,highly important,important,not important,important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",Likely,No,Thank you,Male,45-54,2,$250+,Rather not say,,
4/24/2020 13:21:04,7-9,Small,Home delivery,Yes,Neutral,Did not influence,"No, it is extra",Decreased,Not sure,Crane School Fair,"Environmental sustainabilty, Supporting the local economy",satisfied,very satisfied,it's ok,very satisfied,very satisfied,N/A,very satisfied,N/A,N/A,N/A,challenging,highly important,highly important,highly important,highly important,highly important,highly important,indifferent,highly important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,Yes,"I do find cooking some of the fish challenging even with recipes.  I spent as long time making a halibut recipe and it was still a bit blah, for example, and the shellfish and shrimp are great but you have to be prepared for real work and time. ",Female,65+,3,$101 - $150,Rather not say,,
4/24/2020 13:21:45,7-9,Small,At a pick up location,Yes,Large Positive Impact,Did not influence,Yes,No Change,Likely to continue,Family member,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,important,not important,not important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Female,55-64,2,$201 - $250,$101 - $150K,,
4/24/2020 13:22:15,10 or more,Small,At a pick up location,Yes,Large Positive Impact,Greatly Influenced,Yes,No Change,Likely to continue,Newcomers event with Kim at Allison and Paul’s,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,easy,highly important,highly important,highly important,highly important,highly important,highly important,indifferent,somewhat important,much more than before,much more than before,much more than before,much more than before,"Yes, it's fair",I already have,No,"You’re doing a fantastic job and I love benefiting from your work. By the way, your website is beautiful and efficient. Thanks for your care in every respect. ",Female,65+,1,$51 - $100,Rather not say,Sonia Rosenbaum ,
4/24/2020 13:22:32,10 or more,Large,Home delivery,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,"Friend, Current member, Previous member","Quality/freshness, Environmental sustainabilty, Connecting to community, Supporting the local economy",very satisfied,satisfied,satisfied,N/A,N/A,N/A,N/A,N/A,very unsatisfied,it's ok,easy,highly important,highly important,highly important,highly important,highly important,indifferent,indifferent,indifferent,the same/not at all,somewhat more than before,somewhat more than before,the same/not at all,It's a little overpriced,I already have,No,,Female,55-64,5,Rather not say,Rather not say,,
4/24/2020 13:23:09,4-6,Extra Large,Home delivery,Yes,Large Positive Impact,Did not influence,Yes,No Change,Likely to continue,Friend,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,important,important,highly important,the same/not at all,the same/not at all,the same/not at all,the same/not at all,It's a little overpriced,I already have,Yes,,Male,55-64,5,Rather not say,Rather not say,,
4/24/2020 13:23:31,10 or more,Medium,At a pick up location,Yes,Slight Positive Impact,Did not influence,Sometimes,Increased,Likely to continue,"Friend, Current member","Quality/freshness, Personal health, Environmental sustainabilty, Education about fisheries, cooking and/or the ocean, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,satisfied,satisfied,satisfied,satisfied,very satisfied,very satisfied,N/A,satisfied,very satisfied,exactly what I want,important,highly important,highly important,important,important,important,highly important,somewhat important,somewhat more than before,somewhat more than before,much more than before,much more than before,It's a little overpriced,I already have,No,,Male,55-64,2,$51 - $100,$101 - $150K,,
4/24/2020 13:24:23,10 or more,Medium,At a pick up location,Yes,Slight Positive Impact,Did not influence,Sometimes,Decreased,Likely to continue,Friend,"Quality/freshness, Price, Access to variety or hard to find products, Personal health, Environmental sustainabilty, Connecting to community, Taking a decision out of your meal planning",satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,easy,highly important,highly important,highly important,highly important,highly important,highly important,highly important,highly important,much more than before,much more than before,much more than before,much more than before,It's a little overpriced,I already have,No,,Female,55-64,3,$101 - $150,$151 - $200K,,
4/24/2020 13:25:09,10 or more,Medium,At a pick up location,Yes,Large Positive Impact,Slightly Influenced,Yes,Increased,Likely to continue,Friend,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,highly important,highly important,somewhat more than before,much more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,No,Thanks for providing these amazing products to our community!,Female,55-64,2,$101 - $150,Over $250K,Peggy Lubchenco,
4/24/2020 13:25:13,7-9,Medium,At a pick up location,Yes,Neutral,Did not influence,"No, it is extra",No Change,Likely to continue,Friend,Quality/freshness,very satisfied,very satisfied,it's ok,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,easy,important,important,important,important,important,important,important,important,the same/not at all,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,I have every other week delivery.  I was disappointed that I got the same thing (ridgeback shrimp) two times in a row. Is there a way to output of the weekly selection and get something else?,Female,65+,2,$51 - $100,$101 - $150K,Debbie Murphy,
4/24/2020 13:25:55,10 or more,Small,At a pick up location,Yes,Neutral,Greatly Influenced,Yes,No Change,Likely to continue,Friend,"Quality/freshness, Environmental sustainabilty, Connecting to community, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,very satisfied,very satisfied,satisfied,satisfied,very satisfied,N/A,N/A,N/A,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,somewhat important,not important,much more than before,somewhat more than before,somewhat more than before,much more than before,"Yes, it's fair",I already have,Yes,,Male,25-34,2,<$50,$50 - $100K,,
4/24/2020 13:27:57,10 or more,Small,Home delivery,Yes,Neutral,Did not influence,Sometimes,Increased,Likely to continue,Independent article from a while ago. ,"Quality/freshness, Environmental sustainabilty, Convenience",satisfied,slightly unsatisfied,satisfied,very satisfied,very satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,do-able,important,important,highly important,important,important,not important,not important,not important,somewhat more than before,somewhat more than before,much more than before,the same/not at all,It's a little overpriced,Likely,Yes,,Female,25-34,3,$151 - $200,Over $250K,,
4/24/2020 13:28:27,10 or more,Medium,At a pick up location,No,Slight Negative Impact,Did not influence,"No, it is extra",Increased,Not sure,Physical Flier,"Quality/freshness, Environmental sustainabilty, Connecting to community",very satisfied,very satisfied,it's ok,satisfied,very satisfied,very satisfied,N/A,N/A,satisfied,it's ok,do-able,important,highly important,highly important,highly important,highly important,highly important,not important,not important,somewhat more than before,somewhat more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Male,35-44,4,$151 - $200,$201 - $250K,,
4/24/2020 13:31:00,10 or more,Medium,Home delivery,Yes,Neutral,Slightly Influenced,Yes,Increased,Likely to continue,Friend,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,it's ok,N/A,N/A,very satisfied,satisfied,very satisfied,satisfied,very satisfied,easy,highly important,important,important,highly important,highly important,important,indifferent,highly important,somewhat more than before,somewhat more than before,somewhat more than before,the same/not at all,"Yes, it's fair",I already have,Yes,,Female,25-34,2,$101 - $150,$101 - $150K,,
4/24/2020 13:31:01,10 or more,Medium,At a pick up location,Yes,Slight Positive Impact,Did not influence,Sometimes,No Change,Likely to continue,I don't actually remember! ,"Quality/freshness, Environmental sustainabilty, Convenience",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,very satisfied,N/A,exactly what I want,important,important,important,important,important,important,not important,somewhat important,the same/not at all,somewhat more than before,somewhat more than before,somewhat more than before,It's a little overpriced,Likely,No,"More small/less prestigious fish, e.g. mackerel, bonito, sardines...I also miss the whole fish option",Male,45-54,5,$151 - $200,$201 - $250K,,
4/24/2020 13:31:16,7-9,Small,At a pick up location,Yes,Neutral,Did not influence,"No, it is extra",Increased,Likely to continue,"Friend, Current member","Quality/freshness, Access to variety or hard to find products, Environmental sustainabilty",very satisfied,satisfied,satisfied,satisfied,very satisfied,very satisfied,satisfied,N/A,N/A,satisfied,easy,important,highly important,highly important,highly important,important,important,indifferent,indifferent,somewhat more than before,somewhat more than before,much more than before,the same/not at all,It's overpriced,Likely,No,,Male,25-34,2,$51 - $100,< $50K,,
4/24/2020 13:31:19,10 or more,Medium,Home delivery,Yes,Slight Positive Impact,Did not influence,Yes,No Change,Likely to continue,Friend,"Quality/freshness, Environmental sustainabilty, Convenience, Supporting the local economy",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,not important,not important,somewhat more than before,the same/not at all,much more than before,somewhat more than before,"Yes, it's fair",I already have,Yes,I'm very satisfied with my Get Hooked experience. Thank you for all of the hard work you put into this. I know it's not easy and can probably be really stressful waiting to find out if you can even fulfill our orders every week.,Male,45-54,1,$151 - $200,$101 - $150K,,
4/24/2020 13:31:34,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,Current member,"Quality/freshness, Trustworthy/transparent sourcing, Taking a decision out of your meal planning",very satisfied,satisfied,it's ok,satisfied,satisfied,very satisfied,very satisfied,N/A,satisfied,it's ok,exactly what I want,important,important,important,important,important,highly important,highly important,somewhat important,the same/not at all,the same/not at all,the same/not at all,the same/not at all,"Yes, it's fair",I already have,No,,Male,35-44,4,Rather not say,Rather not say,,
4/24/2020 13:31:55,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,Yes,Increased,Likely to continue,Friend,"Quality/freshness, Access to variety or hard to find products, Environmental sustainabilty, Connecting to community, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,indifferent,indifferent,much more than before,somewhat more than before,much more than before,the same/not at all,"Yes, it's fair",I already have,No,,Male,25-34,1,$51 - $100,< $50K,,
4/24/2020 13:33:22,10 or more,Medium,At a pick up location,Yes,Large Positive Impact,Greatly Influenced,Yes,No Change,Likely to continue,News Media,"Quality/freshness, Access to variety or hard to find products, Personal health",very satisfied,N/A,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,indifferent,highly important,much more than before,somewhat more than before,much more than before,much more than before,"Yes, it's fair",I already have,Yes,,Female,55-64,4,$151 - $200,Rather not say,Alis Castiglia,
4/24/2020 13:35:31,10 or more,Small,At a pick up location,Yes,Slight Positive Impact,Did not influence,Sometimes,Increased,Likely to continue,"Friend, Social Media","Quality/freshness, Environmental sustainabilty, Connecting to community",very satisfied,very satisfied,it's ok,satisfied,satisfied,satisfied,satisfied,N/A,N/A,N/A,easy,highly important,highly important,highly important,important,important,somewhat important,indifferent,not important,somewhat more than before,somewhat more than before,somewhat more than before,the same/not at all,"Yes, it's fair",Likely,Yes,,Male,35-44,2,$101 - $150,Over $250K,,
4/24/2020 13:39:28,7-9,Extra Large,Home delivery,Yes,Neutral,Greatly Influenced,Yes,Increased,Likely to continue,Physical Flier,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,easy,highly important,highly important,highly important,highly important,highly important,highly important,important,highly important,much more than before,somewhat more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Female,35-44,4,$151 - $200,$50 - $100K,Marite Montero ,
4/24/2020 13:42:48,10 or more,Medium,At a pick up location,Yes,Large Positive Impact,Slightly Influenced,Yes,No Change,Likely to continue,Friend,"Quality/freshness, Price, Personal health",very satisfied,satisfied,satisfied,satisfied,very satisfied,satisfied,satisfied,N/A,it's ok,satisfied,exactly what I want,important,important,important,somewhat important,important,somewhat important,indifferent,somewhat important,the same/not at all,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Rather not say,Rather not say,Rather not say,Rather not say,Rather not say,,
4/24/2020 13:43:56,10 or more,Small,At a pick up location,Yes,Neutral,Greatly Influenced,Yes,No Change,Likely to continue,Social Media,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,it's ok,it's ok,very satisfied,very satisfied,do-able,highly important,highly important,highly important,highly important,highly important,highly important,highly important,highly important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Male,45-54,4,$151 - $200,$151 - $200K,Alec Hardy ,
4/24/2020 13:44:14,10 or more,Extra Large,At a pick up location,Yes,Neutral,Did not influence,Sometimes,Increased,Not sure,News Media,"Quality/freshness, Environmental sustainabilty, Connecting to community",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,it's ok,satisfied,N/A,N/A,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,somewhat important,somewhat important,the same/not at all,somewhat more than before,somewhat more than before,somewhat more than before,It's a little overpriced,I already have,Yes,With so much uncertainty I don’t want to add one more surprise to our week with unknown fish options but would love to order frozen or available items if that were an option ,Female,45-54,4,$201 - $250,$151 - $200K,Kimi rice,
4/24/2020 13:44:52,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,"No, it is extra",Increased,Likely to continue,Friend,"Quality/freshness, Convenience, Supporting the local economy",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,exactly what I want,important,important,important,important,important,somewhat important,important,important,somewhat more than before,somewhat more than before,somewhat more than before,much more than before,"Yes, it's fair",I already have,No,,Female,55-64,2,$250+,Over $250K,,
4/24/2020 13:46:01,10 or more,Medium,At a pick up location,Yes,Neutral,Slightly Influenced,Yes,Increased,Likely to continue,Social Media,"Access to variety or hard to find products, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,it's ok,N/A,very satisfied,satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,somewhat important,not important,highly important,somewhat more than before,much more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,Yes,,Female,45-54,2,$101 - $150,$101 - $150K,Anne Petersen,
4/24/2020 13:46:05,7-9,Small,At a pick up location,Yes,Slight Negative Impact,Slightly Influenced,Sometimes,No Change,Likely to continue,Social Media,"Quality/freshness, Personal health, Education about fisheries, cooking and/or the ocean, Trustworthy/transparent sourcing",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,do-able,important,highly important,highly important,highly important,highly important,highly important,indifferent,indifferent,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,It's a little overpriced,Likely,No,,Female,65+,1,Rather not say,Rather not say,,
4/24/2020 13:50:11,10 or more,Medium,At a pick up location,Yes,Slight Positive Impact,Did not influence,Yes,No Change,Likely to continue,School ,"Quality/freshness, Personal health, Environmental sustainabilty, Connecting to community, Education about fisheries, cooking and/or the ocean, Convenience, Trustworthy/transparent sourcing, Supporting the local economy",satisfied,satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,easy,highly important,highly important,highly important,highly important,highly important,highly important,important,highly important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,Yes,,Female,45-54,4,Rather not say,Rather not say,,
4/24/2020 13:52:06,1-3,Small,Home delivery,Yes,Large Positive Impact,Greatly Influenced,Yes,Increased,Likely to continue,We belonged to the previous iteration and received an email to join when Get Hooked Launched,"Quality/freshness, Price, Taking a decision out of your meal planning, But really all of these are important to us",very satisfied,very satisfied,very satisfied,satisfied,satisfied,very satisfied,satisfied,very satisfied,very satisfied,satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,indifferent,highly important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,Yes,,Female,35-44,2,$101 - $150,$101 - $150K,,
4/24/2020 13:55:15,7-9,Medium,Home delivery,Yes,Neutral,Did not influence,Yes,Increased,Likely to continue,Physical Flier,"Quality/freshness, Convenience, Trustworthy/transparent sourcing",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,satisfied,satisfied,very satisfied,satisfied,satisfied,easy,highly important,highly important,highly important,highly important,highly important,important,important,highly important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,Yes,,Female,35-44,4,$250+,Over $250K,,
4/24/2020 13:56:12,10 or more,Large,At a pick up location,Yes,Slight Negative Impact,Did not influence,Yes,No Change,Likely to continue,UCSB email,"Quality/freshness, Access to variety or hard to find products, I love fish!",very satisfied,N/A,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,easy,somewhat important,highly important,highly important,highly important,important,important,important,indifferent,much more than before,somewhat more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,No,"I loved the shrimp, but wished they could have been kept in water for a day to clean them out before delivering them. By the time we got them, they were dead or mostly dead and had a huge amount of gunk in their digestive tracts.",Female,55-64,2,$101 - $150,$50 - $100K,Debbie Ceder,
4/24/2020 14:01:08,10 or more,Medium,At a pick up location,Yes,Large Positive Impact,Did not influence,Yes,No Change,Likely to continue,I think it was from the Saturday market at the dock,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,exactly what I want,important,highly important,highly important,somewhat important,highly important,highly important,highly important,somewhat important,much more than before,somewhat more than before,much more than before,much more than before,"Yes, it's fair",I already have,No,Our use of Get Hooked in our household were in place before COVID. We love it - it gets us to eat seafood 1x week and we know that it's something that is incredibly fresh. It's priced well (a bit more than we would normally spend but very fair in exchange for the fresh quality). It also helps me regain a disconnect that I've had in my life in that I have a masters in coastal environmental management and don't use it - but if I did this is the sort of thing that I would have liked to use that degree for. We're huge fans and it increases our household connection on Wednesday nights too!,Male,45-54,2,$101 - $150,$101 - $150K,Todd Menzel,
4/24/2020 14:01:36,10 or more,Small,At a pick up location,Yes,Slight Negative Impact,Slightly Influenced,"No, it is extra",No Change,Likely to continue,Social Media,"Quality/freshness, Access to variety or hard to find products, Personal health, Environmental sustainabilty, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,very satisfied,very satisfied,it's ok,it's ok,very satisfied,satisfied,N/A,N/A,satisfied,inconvenient,highly important,highly important,highly important,highly important,highly important,highly important,indifferent,indifferent,somewhat more than before,much more than before,much more than before,the same/not at all,It's a little overpriced,I already have,No,,Female,25-34,1,Rather not say,< $50K,,
4/24/2020 14:02:57,10 or more,Medium,Home delivery,Yes,Neutral,Did not influence,Sometimes,Increased,Likely to continue,Friend,"Quality/freshness, Taking a decision out of your meal planning, Supporting the local economy",very satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,it's ok,very satisfied,slightly unsatisfied,N/A,N/A,indifferent,indifferent,indifferent,indifferent,indifferent,indifferent,indifferent,indifferent,the same/not at all,the same/not at all,the same/not at all,the same/not at all,It's a little overpriced,I already have,Yes,I was charged for bread that wasn't delivered. Should I be double checking my account regularly?,Female,35-44,2,$51 - $100,$50 - $100K,,
4/24/2020 14:03:11,7-9,Small,At a pick up location,Yes,Slight Negative Impact,Did not influence,Sometimes,No Change,Likely to continue,Family member,"Quality/freshness, Environmental sustainabilty, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,N/A,it's ok,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,satisfied,exactly what I want,important,important,important,important,important,not important,not important,somewhat important,somewhat more than before,the same/not at all,somewhat more than before,much more than before,"Yes, it's fair",I already have,No,,Female,25-34,2,$51 - $100,$101 - $150K,,
4/24/2020 14:07:14,10 or more,Large,At a pick up location,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,Physical Flier,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,indifferent,somewhat important,somewhat more than before,somewhat more than before,somewhat more than before,the same/not at all,"Yes, it's fair",I already have,Yes,If the drop-off is going to be late you should send a text as soon as you are aware and not after it is already late. Last week I had to go to Topa Topa 3 times.,Male,55-64,2,$151 - $200,$50 - $100K,,
4/24/2020 14:07:22,10 or more,Medium,Home delivery,Yes,Large Positive Impact,Slightly Influenced,Yes,Increased,Likely to continue,News Media,"Quality/freshness, Personal health, Convenience",very satisfied,very satisfied,very satisfied,satisfied,satisfied,very satisfied,satisfied,very satisfied,very satisfied,satisfied,easy,highly important,highly important,highly important,highly important,highly important,highly important,important,highly important,somewhat more than before,somewhat more than before,much more than before,much more than before,"Yes, it's fair",I already have,Yes,,Female,65+,2,$201 - $250,Rather not say,Janis Salin,
4/24/2020 14:08:29,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,Yes,Decreased,Likely to continue,News Media,"Quality/freshness, Connecting to community, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,satisfied,N/A,satisfied,it's ok,exactly what I want,highly important,highly important,indifferent,indifferent,highly important,important,indifferent,indifferent,much more than before,much more than before,much more than before,much more than before,It's a little overpriced,I already have,No,,Female,65+,2,Rather not say,Over $250K,Marie Sue Parsons,
4/24/2020 14:08:40,10 or more,Small,Home delivery,Yes,Large Positive Impact,Did not influence,Yes,No Change,Likely to continue,"I have always looked for local suppliers of food. So, through my own research.","Environmental sustainabilty, Connecting to community, Supporting the local economy",very satisfied,very satisfied,satisfied,very unsatisfied,very satisfied,very unsatisfied,satisfied,satisfied,it's ok,it's ok,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,not important,not important,the same/not at all,the same/not at all,the same/not at all,the same/not at all,"Yes, it's fair",I already have,Yes,"I think what you do and offer is amazing. I have customer service quibbles - not about the personalities people who answer the phones or emails, you're all lovely - but about the information you give. I'm a home cook who believes in supporting food companies across the country who are working on behalf of sustainable farming and fishing, heirloom grains and beans- I buy tahini from Soom Foods, subscribe to Givens' farms CSA boxes, ButcherBox, D'artagnan, Anson Mills, to name a few. Your quality is absolutely up there with these places, but your customer service is not. Giovanni's in Morro Bay gives very quick and informed advice about, for example, how to store oysters. I did not get good advice about storing oysters when I contacted you. When I used to pick up my share at Gladdens I found it very frustrating that you didn't have a more exact time. The first time I got a home delivery you called and said the driver “wanted to reach out to me” - words that donor inspire consumer confidence. I don't want the driver to reach out to me because his technology didn't get my address right and he's hoping to deliver my fish the next day. I want my fish delivered. This is why I thought two weeks ago of discontinuing my subscription to GetHooked. But I've decided, because of your superb product, and the fact your hearts are in the right place to give it time. ??",Female,Rather not say,Rather not say,Rather not say,Rather not say,Polly Frost,
